,pred,raw
43903,7,8
58620,3,2
38366,8,8
22470,1,3
18615,7,7
8249,6,7
4637,8,8
19307,8,8
47242,7,8
19992,8,7
21799,8,8
57790,4,5
33588,7,7
27729,8,8
17780,5,5
47676,7,6
50839,8,8
54171,1,2
40660,8,8
23499,7,8
13673,7,4
51753,6,6
43871,8,2
12677,1,2
36195,6,5
11025,7,7
13718,5,6
17335,7,8
55125,8,5
38278,4,5
37658,8,7
39377,8,8
32341,6,2
220,1,1
22742,8,7
1717,8,8
41584,7,7
49851,6,1
49990,6,8
780,5,8
16494,6,6
38983,4,5
13155,2,2
24807,3,6
23770,7,6
24487,4,1
11783,7,5
49377,5,5
7989,5,8
50984,3,6
11841,7,8
23226,4,6
50389,3,6
40758,4,7
23295,8,8
22731,7,2
16546,8,7
39297,8,3
22002,8,8
37685,8,8
30991,1,1
31376,8,8
19438,8,8
4884,4,6
40596,8,7
55865,2,5
12480,6,8
15293,4,7
35694,5,7
56772,8,7
36830,8,8
4513,4,5
48967,7,8
28593,7,8
12510,7,7
54107,7,8
12763,6,7
2369,6,7
49164,3,5
20386,2,5
35969,1,2
6620,8,5
33788,5,6
45949,5,6
53047,6,7
55052,3,4
8020,4,6
32533,7,6
59229,1,3
3812,8,2
21781,6,1
27478,4,5
24222,6,6
57662,1,1
11766,1,2
39309,4,6
5726,8,8
39716,7,7
1023,8,7
11958,8,8
23015,8,8
45899,3,6
45289,6,8
38049,6,6
37228,1,3
2107,8,2
31902,8,8
42153,2,6
54039,8,2
45922,7,8
51542,7,7
31893,8,2
38138,5,5
34823,8,6
8668,6,6
26937,5,6
2565,1,6
24241,8,1
7982,8,6
23711,7,6
28165,5,6
32387,8,8
52235,6,1
32849,8,8
44479,8,8
47217,5,6
55899,3,2
13637,8,8
33008,6,1
10445,5,5
52936,8,5
57423,1,5
9622,1,2
22000,8,8
11008,1,3
30851,7,8
15175,8,8
7292,6,7
42421,8,6
58262,7,5
41608,1,1
39987,6,5
38579,8,6
54678,4,8
53947,6,7
31900,3,1
1341,7,7
25440,3,5
22308,4,5
15517,4,7
19010,7,8
10003,5,6
55559,1,2
17488,3,6
15063,7,2
20453,5,6
30739,5,8
45349,8,8
23952,2,2
56209,8,8
1908,6,8
47878,1,6
125,8,8
43191,3,1
50206,8,8
53263,2,5
47190,6,2
44187,6,6
56986,8,8
37927,8,8
681,3,4
23751,8,8
27960,7,7
55069,7,6
29546,5,7
41243,3,7
8750,6,1
22829,8,8
56463,7,8
31057,2,5
13394,6,6
2305,5,1
8175,8,2
4013,8,7
28883,3,2
5285,5,7
30225,8,8
39668,4,5
7353,3,6
2319,3,1
27995,2,2
46825,8,8
55867,6,2
20057,7,8
9922,7,8
9100,1,3
3131,7,8
23542,1,2
771,8,8
47195,1,3
49549,8,8
12928,6,6
15059,4,2
11512,6,6
24601,3,2
31462,6,6
17106,8,8
21592,5,5
57277,8,8
6361,7,7
24095,5,1
24842,7,6
48528,5,2
35330,8,7
26513,7,8
52704,8,8
43872,5,1
17144,8,8
54960,6,6
30060,5,6
5481,7,8
57094,8,8
15528,3,2
3573,8,8
6541,7,8
9869,3,5
45297,8,5
25746,4,5
2458,8,8
35487,1,1
50926,5,6
2337,8,8
18741,7,8
27686,8,7
54904,7,8
49371,1,2
44228,4,5
53823,4,5
51234,8,7
12094,4,5
5372,8,7
35232,7,8
47288,8,6
43157,7,8
50490,6,6
37859,2,4
22401,7,6
1673,7,7
31155,7,2
43784,7,7
10539,4,6
9580,7,1
45439,5,7
38309,4,2
345,4,1
18754,5,6
19065,2,2
50667,1,6
50986,6,3
4775,4,6
15477,6,1
21606,6,6
38169,5,7
13201,4,2
57439,7,5
33766,1,1
8430,5,1
28116,5,5
40760,8,8
45395,4,8
48801,2,4
10048,6,5
17418,5,7
10390,6,7
13009,8,7
17923,8,8
50129,7,1
45059,3,6
4589,7,7
45502,5,5
14518,8,8
24990,6,8
14589,7,7
42132,1,3
12737,6,6
51868,4,1
21563,5,2
43687,8,8
41477,5,6
39969,4,2
47834,4,5
35533,1,2
3415,8,8
53205,1,3
46052,6,6
38087,5,6
7321,2,4
43884,8,7
6794,4,6
2586,8,8
59215,8,8
13039,3,6
21016,7,8
17845,1,2
49284,5,6
24984,3,1
14696,8,8
41002,1,2
29084,1,3
31967,7,7
56696,8,8
47152,6,6
36226,2,3
49683,6,6
4104,8,8
16116,7,8
18459,7,6
8383,7,8
41720,4,6
13763,7,8
47841,5,1
12922,4,5
2637,7,7
28084,7,8
1922,8,8
35275,2,2
54989,8,7
23142,8,7
25206,8,8
57082,7,7
54068,8,8
14606,1,1
32147,2,2
45501,5,6
4451,7,6
11085,7,8
24804,6,7
7952,6,2
9866,6,1
36704,4,5
34767,6,8
385,4,5
35007,8,8
42024,3,7
14145,8,8
10839,1,1
43479,4,5
18763,5,7
22873,6,6
11087,5,1
22952,4,7
24626,6,6
25163,6,1
13303,6,7
27316,5,7
34877,4,5
2180,5,6
50783,8,8
45084,5,2
58769,7,7
50226,4,5
54557,4,5
16279,2,1
47026,5,6
8859,8,5
21245,1,3
21552,8,7
706,8,8
4070,8,7
34232,5,5
34013,5,6
32543,7,8
27993,3,5
733,5,7
32699,1,2
19584,8,1
14616,2,6
54081,1,1
58112,5,6
36093,6,6
11673,1,3
2796,3,6
35771,4,6
53524,6,6
25868,3,1
24247,8,8
44401,4,2
49707,1,3
19051,8,1
9809,3,5
18516,1,1
56875,8,6
25980,8,8
42626,6,6
5741,7,6
51352,2,1
19767,6,6
4685,5,6
7911,7,7
42548,8,7
43249,5,5
31105,8,8
8581,7,8
14830,7,7
38697,8,8
15560,8,8
12869,1,2
39533,6,6
13761,1,2
20493,1,3
30321,7,6
34531,7,6
56468,8,8
543,7,8
28189,6,8
24284,7,7
51591,3,6
39547,8,8
15333,8,6
534,4,1
30582,7,7
29041,6,6
47926,8,8
47835,1,1
8385,3,5
17022,4,2
15841,3,5
11987,8,8
55824,6,7
9291,2,4
18761,5,1
37801,8,8
41181,5,7
43121,5,2
43459,8,8
37920,8,8
25598,6,6
42329,3,2
12679,4,5
25346,1,1
21296,3,2
8028,4,3
6283,8,8
50982,8,8
32998,5,6
27606,7,6
13968,8,7
13520,7,8
34015,1,1
36818,7,8
13257,8,8
20798,7,8
56095,3,4
56728,8,8
54766,8,8
53480,4,2
36384,1,4
7891,6,8
34779,5,5
46133,8,8
36360,7,8
1721,1,2
29983,5,8
39853,6,2
934,6,8
33177,8,6
15356,1,4
31830,8,8
28220,8,8
36308,6,6
45095,5,5
11396,8,8
58351,6,7
6110,4,6
44753,6,6
37441,6,6
654,6,7
4368,5,6
52587,5,2
37041,7,8
20830,8,7
48872,8,8
15229,8,4
46106,8,6
11578,7,2
29529,5,7
7803,5,7
4112,8,7
35675,8,8
42114,5,7
11559,2,1
59093,8,7
12085,7,7
58264,6,2
43048,7,7
41652,1,2
56538,5,6
32224,8,8
200,8,8
17416,2,2
8046,3,1
1597,1,6
59279,7,1
18496,5,7
55458,8,6
7286,8,8
40863,4,6
12614,2,6
45582,8,8
30305,1,1
10642,8,8
28545,8,8
22850,8,8
28309,7,8
1134,8,7
34239,5,7
39868,5,8
40124,8,8
37532,8,8
46848,5,6
43334,4,2
48394,3,2
14669,8,8
23608,8,8
26476,3,5
15279,4,6
52205,4,7
24133,4,2
51736,7,2
48436,8,6
22543,8,8
34802,2,6
403,5,1
29712,4,5
29067,5,5
37298,8,8
59216,8,8
44298,2,4
24960,6,6
56688,5,2
9408,8,8
3153,8,8
28957,8,8
54018,8,8
55748,7,8
19238,6,7
22408,5,5
47587,4,6
5886,8,7
49249,8,8
36003,8,8
49480,5,5
48951,8,8
31879,8,8
27079,7,6
31541,7,2
47671,8,8
6228,8,8
23634,6,5
50872,4,6
439,5,7
561,7,7
22134,1,3
24705,6,7
27708,1,1
6844,2,5
51517,8,8
31226,5,6
45759,6,5
50047,2,1
32350,7,8
55840,6,6
27265,2,1
56571,2,5
47519,7,8
27196,5,2
53451,7,8
28131,8,8
29468,7,5
47531,5,7
18318,8,8
18287,7,8
19295,7,7
51618,7,8
2103,1,1
42934,1,7
43854,7,8
37775,1,3
36175,8,6
55148,5,7
39500,5,6
4316,5,1
12331,4,1
26877,8,8
33956,6,6
42314,6,1
15493,8,8
11241,8,8
15755,8,8
8030,1,5
10200,2,7
40701,7,7
34049,1,5
49887,5,6
770,8,8
17901,8,8
4800,1,1
30550,8,8
9066,8,4
58344,1,2
56046,4,5
59004,1,5
22781,4,2
59280,8,7
25862,7,8
21718,5,7
14797,7,6
15563,5,5
42579,7,7
59100,3,5
31162,7,6
28438,7,6
40492,6,6
19071,8,8
31396,6,6
12420,8,8
32094,3,1
22762,2,6
29348,5,6
8833,8,8
54825,2,2
32132,2,1
29374,8,8
35286,3,6
9960,8,6
17430,7,7
40288,5,6
15712,5,5
58484,7,7
52978,5,5
25518,6,2
394,8,8
3174,5,6
29561,8,6
30136,7,8
35266,7,7
53940,8,8
37637,7,7
26437,7,2
34549,4,5
14125,1,2
37539,8,7
35270,5,5
58276,1,1
18154,8,7
42006,5,2
34717,7,2
14570,5,7
13700,4,7
27926,4,2
22694,2,5
27238,5,2
40974,8,6
20610,8,8
2970,7,6
16174,8,8
49884,8,2
10995,3,2
14674,7,8
33009,6,6
40954,7,7
50608,8,5
46982,7,8
9096,2,5
33974,7,7
12144,6,6
39128,8,8
42824,7,1
40166,3,2
31214,7,8
9971,8,8
50759,6,6
54737,8,8
33770,2,1
43364,3,1
38703,8,8
23819,7,6
1797,8,8
50643,4,1
47318,6,6
24928,6,2
23922,8,8
51041,7,8
58044,7,7
42759,8,8
50026,7,7
44715,8,6
40503,6,2
47887,8,8
35744,8,8
28941,8,8
27864,8,8
22420,8,8
28985,2,3
13653,2,1
40152,8,8
14410,5,6
15664,7,6
30019,8,8
43597,8,8
22372,8,8
41962,2,3
12985,3,8
58115,5,6
5961,8,8
46674,8,8
9051,5,1
45987,8,8
30035,8,8
42545,8,7
28403,7,7
11047,2,4
2361,5,2
38293,8,7
49152,7,8
59117,8,8
14013,8,7
31188,8,1
45414,7,6
10156,7,7
49466,8,8
15154,8,8
36635,5,6
35534,8,8
33238,6,2
24679,1,2
36476,3,2
4456,8,5
8425,3,5
50307,5,7
28264,8,8
2518,5,5
51785,7,7
11285,2,6
14438,7,8
40959,8,8
30151,7,8
55612,6,6
37353,8,8
25369,8,8
37164,8,8
30152,4,8
1494,3,5
32439,5,7
14912,6,7
14026,4,6
7164,8,8
31556,3,8
31133,8,8
27908,7,8
14651,7,5
10124,8,8
9606,7,7
30337,8,8
41421,8,8
3972,2,1
34608,2,2
16929,2,1
390,1,5
39312,1,2
36600,8,6
41505,3,3
21207,2,5
23222,6,7
1951,8,8
4951,2,6
6423,3,6
30130,2,2
49254,5,7
25144,6,7
17159,6,6
21228,7,8
56762,8,8
14900,8,8
35830,6,8
29044,8,8
22152,8,7
36774,3,5
47690,7,1
6590,7,8
18682,6,7
37778,2,1
32382,5,7
59315,1,1
41658,8,8
13145,8,8
23493,6,7
42591,3,3
34115,5,2
32013,7,2
1194,8,8
55937,6,6
9730,7,7
20067,3,5
728,8,8
58357,4,1
54142,8,8
52838,2,5
37252,8,8
28683,8,8
40666,3,5
53594,1,5
18241,6,8
16990,7,7
38336,8,8
16093,6,6
31991,8,7
36550,7,8
31228,3,5
36288,5,5
48067,8,8
42133,8,8
12576,8,8
59318,7,8
3160,6,6
43990,7,2
786,4,7
48168,8,8
6093,7,8
5246,6,1
31335,7,7
15589,8,8
46339,1,4
362,1,2
18,1,2
51161,1,3
56798,6,7
50387,4,8
23332,1,1
11772,6,7
47762,3,2
25390,6,6
42785,5,7
49775,3,4
44144,7,6
37297,8,7
25684,2,2
46610,4,5
42021,8,8
33103,7,7
36794,6,5
29616,7,8
36365,4,8
50140,8,8
30728,8,8
48485,8,7
31246,7,7
18494,8,8
19029,8,8
27633,6,2
34324,1,2
46551,1,7
38445,7,2
51864,1,1
10017,8,8
28636,8,8
26891,6,8
22545,5,6
36463,3,6
8482,8,8
51659,7,8
18440,8,8
32337,8,8
50802,8,8
21356,8,8
16011,8,8
14408,5,6
15174,4,6
3814,3,5
37194,8,8
19520,5,6
21770,7,8
25295,5,6
44943,3,4
38000,8,8
10581,6,7
55223,1,1
13003,8,2
4827,8,8
46070,2,2
9957,7,8
45862,5,7
29993,2,2
21928,8,8
38228,8,8
18291,1,7
36994,8,8
45169,2,4
29290,7,8
9244,1,1
36184,4,6
50397,8,1
59261,5,1
58089,6,6
23915,5,8
47003,8,7
33984,5,8
28540,4,1
52484,3,2
48129,8,8
19485,3,2
1167,8,8
45753,7,8
39171,6,6
47239,8,8
1278,7,8
20946,8,8
30389,7,7
31485,6,5
13194,8,8
36120,7,8
11745,7,2
35843,7,8
56998,5,6
55097,7,6
20562,1,1
25073,7,6
56423,6,7
27671,1,2
13070,6,6
58669,5,5
42531,2,7
11345,8,8
47607,3,1
32523,3,5
22509,4,6
41059,1,6
25504,8,8
56184,8,8
27913,4,5
27810,1,1
52643,3,1
43826,4,5
21237,8,7
1877,4,1
12734,8,8
49019,6,6
6349,8,8
4230,7,6
12122,4,5
26220,8,8
11024,8,8
15247,4,1
10757,4,5
39604,8,7
19430,8,8
58665,8,8
29874,7,7
31241,6,7
26262,5,5
3696,7,8
49691,1,6
24700,3,5
20425,6,7
29257,6,2
36168,8,8
45921,8,7
7958,6,6
48099,8,8
41697,7,2
54485,8,5
10977,7,8
44560,7,8
26806,8,7
3255,6,6
32804,7,8
51801,3,5
27058,8,8
2293,5,5
37018,4,2
6629,8,8
35457,6,6
2545,1,2
8815,3,5
54185,2,2
28251,4,5
35302,7,8
59043,5,6
26050,8,7
42585,8,8
56528,8,8
6119,4,1
1999,5,5
21742,8,7
48949,8,8
32870,8,8
22740,8,7
31259,5,1
13239,8,8
12892,7,7
18756,5,6
22399,5,2
8189,8,8
58196,8,8
21657,5,1
30718,6,6
6450,1,1
6770,1,3
28067,7,8
55827,1,1
48609,8,8
39026,7,8
43172,8,8
21579,8,7
58217,8,7
14961,8,6
7442,8,8
45283,8,8
21733,4,5
38157,6,7
28167,1,1
28383,5,6
52660,4,1
58520,7,8
29962,7,7
57895,5,6
31430,1,1
3473,7,6
12211,8,8
14087,1,1
5061,5,5
28071,7,1
55644,7,7
13387,8,2
22519,6,2
45070,5,6
42763,5,6
56560,4,5
27664,6,2
32202,1,1
49495,4,1
54253,8,8
22558,7,1
50552,5,6
47053,5,1
2044,7,8
917,1,5
46798,7,8
50375,6,7
10332,5,2
3439,8,8
17341,7,8
56242,4,2
46681,6,1
56025,8,8
28830,6,7
44089,8,8
12452,6,6
9185,7,7
20585,5,7
15070,8,8
35810,1,4
20104,5,7
51676,7,8
53464,8,8
39318,8,6
22778,7,5
52917,4,1
8391,7,7
30344,7,7
8408,8,8
37625,1,1
6101,5,5
21851,5,5
38344,1,2
37156,1,1
35460,7,2
37317,8,8
10489,3,1
29600,1,1
51185,8,8
14416,8,6
52494,6,6
33991,5,6
47034,7,7
43895,7,8
1700,6,5
10054,3,6
29128,1,1
40591,3,6
21927,1,4
35957,7,8
30733,6,6
11744,7,8
45063,6,7
27711,5,8
37557,7,2
33871,1,1
24624,7,5
56540,2,2
1615,8,8
48981,8,8
26192,1,4
17472,3,7
50620,7,7
3646,6,8
36988,6,6
4820,6,7
7811,5,7
46081,7,6
11843,8,8
56870,3,2
39116,4,7
4144,8,1
32403,6,2
17177,1,2
56122,2,4
24445,7,6
40308,8,8
18461,2,2
41610,2,2
38319,7,7
13065,4,5
44808,4,2
28822,8,8
33838,7,6
33149,5,2
22202,8,8
23323,5,2
8156,1,1
45875,8,8
16344,3,4
23165,2,1
48331,8,8
34979,6,6
13706,8,8
23705,2,5
8662,1,1
54783,3,2
42685,2,5
52835,3,3
32167,7,8
9199,5,6
23399,8,8
16971,6,2
44179,8,8
2377,8,8
17869,3,5
17314,1,2
31820,6,6
56429,8,8
3672,3,2
20495,1,2
59201,8,8
46378,5,6
23873,8,8
40612,8,1
30996,6,6
44073,5,6
44025,8,8
4283,3,5
31887,8,8
18518,6,1
42822,4,2
33759,1,2
31280,8,8
30706,8,6
59096,5,2
39290,7,8
22346,4,5
44739,8,8
43263,4,5
3114,3,5
1067,7,8
33833,8,8
20025,7,8
40307,7,7
11271,8,8
14665,8,8
7508,4,6
25229,7,8
46112,8,8
34909,1,1
57752,8,8
7131,7,6
51210,7,6
4347,5,2
50675,8,8
58297,3,5
3151,8,8
40996,8,7
48131,6,7
54843,3,4
18021,7,2
36925,8,8
38020,2,4
40043,5,6
40718,6,6
46992,5,7
13509,4,7
28437,8,8
28595,4,5
26890,5,5
7595,1,1
23175,4,1
20172,8,8
44244,6,8
9715,8,8
41447,7,7
48044,8,8
19528,3,1
26468,8,7
44236,7,2
31515,8,8
16918,5,5
56127,6,8
46911,4,2
15125,1,5
32923,7,7
42964,5,1
49729,7,8
1645,7,8
31840,8,8
50202,7,6
46902,8,8
30085,2,5
57670,4,7
14335,3,6
32149,5,6
58735,7,8
27102,6,6
29435,8,8
31930,8,8
22078,2,4
8400,1,1
21186,8,7
37610,6,8
13339,8,7
17935,8,7
51368,6,6
9565,7,6
58840,5,5
6082,7,7
27973,1,2
19686,3,1
15749,1,7
39319,5,8
27305,8,8
28710,7,8
55657,1,6
45907,5,6
49725,5,6
15992,8,8
50631,8,8
2123,6,7
30759,8,8
13138,8,8
42888,7,8
41394,5,7
51718,8,8
41626,6,6
47658,8,7
8351,3,5
37880,3,2
12856,8,8
10311,3,6
17979,8,8
2782,5,6
17749,7,8
21049,6,8
56568,8,8
42721,7,8
2313,1,5
6996,1,2
27778,6,8
51648,7,8
49204,6,6
53734,5,6
21961,8,8
840,3,6
42403,7,7
14218,1,2
40803,7,7
9770,7,8
47440,6,8
51919,8,8
49161,8,7
10996,1,3
44984,6,8
20842,6,1
31444,8,8
3076,7,6
16056,7,6
34565,8,6
46195,2,4
9945,8,8
55364,8,8
51392,8,6
21233,6,6
18524,7,6
37592,7,8
25550,7,8
13931,4,1
52523,6,8
49110,8,8
28560,8,5
14460,8,8
16538,5,7
47342,8,8
45096,8,4
13357,5,7
29383,4,5
194,6,7
13692,6,7
54358,1,2
6033,7,6
30665,8,8
59123,6,6
1238,5,1
6715,7,8
52725,5,8
33080,8,8
50734,1,2
23095,6,7
21441,1,2
3716,1,1
54767,4,6
33889,8,8
40092,7,7
35711,7,7
48968,8,8
1510,8,8
2302,5,6
30757,6,6
12550,4,5
9840,7,2
39806,8,8
28044,8,1
37370,1,1
18604,8,8
21116,8,8
47220,7,7
27228,8,8
7230,8,8
24511,7,8
34018,2,5
29397,7,8
20999,6,1
8320,6,7
41805,7,8
44834,8,8
26132,8,7
52110,6,6
9141,7,8
21261,1,1
38625,6,5
46541,8,8
32595,8,8
39136,5,5
2672,6,7
3437,5,1
27934,7,8
31441,8,8
54849,5,6
30314,3,2
181,7,6
58303,1,1
14185,7,7
35131,7,6
20668,7,7
24860,2,6
39930,8,8
24779,3,6
43078,7,7
19053,8,8
25585,7,4
55829,8,8
26750,7,7
26818,2,1
54318,8,8
54407,5,6
9644,2,5
52842,4,5
14708,7,6
24333,7,6
53766,5,4
28418,1,2
52274,8,8
4127,8,8
17628,5,6
13519,8,8
55538,5,8
34929,8,8
13696,6,8
28516,4,2
30999,8,8
41166,7,7
6344,1,2
38516,7,5
48562,3,2
26630,8,8
52621,3,5
26958,7,8
43866,1,2
9861,1,2
15479,6,6
32421,8,8
15764,8,8
19700,7,7
3102,1,1
20390,8,8
16049,8,8
31648,5,6
37709,5,8
32069,4,5
46640,7,8
34170,8,8
57687,3,7
39159,8,8
23658,6,7
22649,5,6
35928,8,8
26147,1,1
2307,8,8
14271,7,6
25486,6,8
39867,1,6
4990,4,1
26406,8,8
50806,6,6
20818,7,7
134,7,8
37774,1,1
48603,7,6
30859,1,2
55902,6,7
8441,8,8
17450,6,6
31203,6,7
36037,7,8
45687,4,5
14675,7,8
51095,8,8
39714,1,2
40345,7,8
5816,8,8
34468,6,8
39052,8,8
11155,7,1
27513,7,7
20674,8,4
50395,1,2
58455,5,6
33412,5,8
34797,8,8
27939,6,7
41728,8,8
42042,6,5
51341,5,1
30971,7,7
53009,7,7
17261,2,4
37429,6,7
5318,8,8
24815,6,7
2763,7,6
33429,8,6
10892,1,2
52089,6,1
52635,7,8
51207,8,8
512,7,7
45775,8,8
20697,8,8
31510,3,2
56217,1,1
48548,8,8
31158,8,7
39799,5,6
54146,6,7
33765,7,8
27419,8,8
10530,6,1
40550,8,8
46746,8,8
47818,6,6
49196,4,5
35062,5,5
30167,5,2
40575,2,1
22192,1,1
42491,7,6
31580,5,6
40205,1,3
55436,8,8
33409,7,7
14849,5,6
49909,8,8
2412,7,8
43429,8,8
57751,7,8
57729,3,1
25601,5,5
1788,5,6
13567,6,6
56034,6,8
31742,5,6
5450,8,6
38674,5,6
11490,8,7
39852,7,7
23788,6,4
25520,8,2
43646,6,8
56190,8,7
5442,2,4
39801,8,8
23521,8,1
53811,8,8
6135,5,6
49983,7,8
25763,2,2
41785,5,6
27468,6,6
37570,8,8
44673,8,7
2480,8,8
37097,2,7
37517,6,6
5701,2,1
50979,6,6
19348,8,8
26076,5,7
913,5,2
7757,4,8
8001,8,8
18112,1,6
47055,5,3
1964,7,8
8154,7,6
50525,1,1
6686,5,7
22285,8,8
50300,3,6
44897,8,8
16603,1,4
14025,7,8
9968,3,2
18316,8,8
31053,6,7
55003,6,8
21205,5,6
55632,5,1
29155,7,6
10636,7,8
779,8,2
41848,6,8
34314,6,6
20575,1,2
25621,6,1
19530,8,8
51243,1,1
36754,2,5
3686,7,8
29669,6,7
377,8,8
31786,4,5
33146,8,7
32728,1,2
11693,6,2
49343,6,7
38707,3,2
58823,8,8
4111,5,6
28243,1,1
11718,7,7
29594,7,7
4131,6,5
24648,2,2
20287,8,8
55172,5,2
23438,4,5
1066,3,7
34955,5,2
1872,8,8
53509,8,8
17677,8,8
26041,4,2
40022,6,6
51687,6,6
56145,3,5
15989,4,5
6249,2,1
48943,3,2
33418,7,8
25770,8,5
57088,7,8
36156,8,8
17114,5,3
50017,8,8
5187,8,8
45460,3,2
8493,3,6
22277,6,8
639,7,7
31357,8,8
21482,5,2
26751,3,4
45194,8,8
2087,4,6
59247,6,1
11451,7,6
21537,2,2
23048,4,8
53685,7,8
2505,8,8
42464,8,6
46359,8,8
16304,8,8
6682,1,2
20956,8,8
24194,5,2
15306,8,8
28270,6,5
35770,1,4
42181,7,8
47508,6,6
31561,8,8
29639,1,3
187,6,6
28556,8,8
53119,2,2
33340,7,5
58540,5,6
58855,4,6
23303,7,8
413,1,1
29372,7,6
21989,5,2
50640,7,7
22772,8,8
52958,7,5
29829,8,8
8187,8,8
44222,8,1
52085,6,6
16927,3,5
10626,3,6
16893,3,6
38175,3,6
31720,8,8
58473,6,7
48261,4,6
39356,3,6
35607,8,8
19178,6,6
49401,2,6
36242,8,8
47704,8,8
44230,2,5
31939,5,5
53796,1,2
59317,5,1
29981,7,1
33823,6,7
10441,7,8
28014,6,6
55216,5,6
16319,8,7
33419,2,5
3097,3,2
47941,6,6
28689,8,8
926,8,8
33125,7,6
54889,5,2
8808,7,2
19563,6,8
53847,2,6
43465,7,2
44451,4,7
56650,8,8
56457,6,6
14088,8,8
48688,8,8
58109,8,8
11876,7,8
16048,2,1
40386,3,6
43498,7,8
28715,2,4
50569,4,5
19309,6,5
16965,8,8
57849,2,6
10258,4,5
54307,1,2
54863,8,8
53800,6,7
56569,5,7
2134,8,8
13325,1,1
38473,8,6
54255,6,7
3175,4,5
57674,3,6
19241,8,8
16296,3,2
16513,8,8
37107,7,7
23200,8,8
7637,7,8
26762,3,5
34661,7,6
6446,8,8
8511,7,8
53011,7,8
37468,1,1
49391,6,8
15904,8,8
51866,5,2
55252,5,2
39379,8,8
43387,7,6
906,4,6
25617,2,3
15760,8,8
9677,7,7
39331,8,6
9385,5,7
44129,6,6
44513,6,7
39446,8,2
16265,5,6
30505,3,6
8034,6,6
16295,5,6
32627,8,6
27577,7,5
12159,1,3
12571,1,1
47088,6,6
33084,5,7
50584,6,6
15805,8,8
53234,1,5
29549,8,8
802,5,8
19109,7,6
17200,8,8
3783,5,6
4139,4,7
1448,8,8
33496,7,8
33642,5,6
2374,8,8
52981,7,7
25658,7,1
9794,5,2
5597,3,6
52715,7,1
43104,8,8
55546,6,6
56657,2,6
53538,8,8
34160,3,1
51306,5,7
9332,5,7
54707,8,8
32750,8,8
25091,7,8
8909,5,2
3769,8,8
41742,6,8
14975,4,6
27344,6,6
5592,4,5
42075,6,5
11659,7,6
50177,1,6
1640,6,6
9392,1,5
41883,6,7
58266,2,2
35933,1,2
15811,3,1
49686,7,8
28080,6,8
45335,7,8
5668,7,8
6083,8,8
50718,6,8
40185,6,7
40337,2,5
23913,6,8
33362,6,7
55228,8,8
2150,6,8
28769,1,5
46594,4,7
54144,6,7
34536,7,8
49482,8,7
32812,8,8
39921,8,6
42333,3,5
15806,7,6
3081,8,8
24202,8,8
9507,7,8
36482,1,1
7437,7,1
17368,2,5
21608,6,8
4232,8,8
27710,8,8
51936,8,8
6245,5,6
33613,6,6
25664,8,6
38612,8,8
20114,5,6
26100,4,5
7890,7,5
54903,7,8
24488,6,6
28114,4,5
52636,5,5
3429,6,8
46773,6,1
39753,1,1
51849,5,5
52006,8,8
15634,3,8
18872,4,1
18750,4,1
9014,2,5
45909,7,6
15220,6,6
9782,7,8
23804,1,2
19471,3,5
1169,8,7
1927,2,5
35775,1,6
34689,7,8
13375,4,6
41171,1,3
6341,1,1
14180,7,8
53445,6,6
2234,1,1
11585,8,7
24837,4,7
33206,8,8
35621,1,2
32645,2,2
58405,6,8
56214,7,8
27507,7,6
16184,6,7
42863,6,2
1150,8,8
20081,6,7
43632,1,2
32571,8,7
43661,8,8
13843,5,2
2306,8,8
13420,5,7
14146,2,6
55756,8,8
26445,8,8
16043,2,2
51206,1,2
31848,5,1
11746,8,8
8173,5,1
47149,5,6
55533,8,8
31622,8,8
14653,8,8
26156,1,4
14977,3,6
18099,5,8
53162,7,1
36108,7,8
56133,7,6
9661,4,7
31615,8,8
51694,8,7
45156,1,1
34460,1,2
21331,1,2
23328,8,8
54911,8,8
222,8,8
14433,6,1
26904,6,7
20949,1,1
38363,1,6
36920,7,8
43280,1,1
28962,8,8
38965,8,8
44906,5,6
50368,1,2
37675,2,6
32618,8,7
50894,1,2
33935,1,1
1761,7,8
26648,1,2
48932,8,8
521,7,7
21786,8,8
16504,4,5
23780,7,7
16563,8,8
36737,4,1
30324,8,1
9577,4,2
76,8,6
46858,7,1
36220,6,6
27295,7,8
41660,7,8
14206,2,3
16239,6,6
7690,4,8
37473,8,8
48599,5,6
49584,8,8
11420,8,8
47612,1,3
58547,6,7
17062,3,6
40980,6,7
53197,1,3
56710,6,6
38509,3,7
28129,7,8
11294,8,8
44519,6,6
37694,2,4
1734,8,8
55337,4,6
26483,3,7
25017,5,7
48052,8,8
39188,1,2
51195,7,7
53348,1,2
30284,6,6
25173,3,6
11726,6,5
25150,8,8
46002,7,8
1580,6,8
53180,4,5
31777,7,7
8369,8,7
21284,8,8
42172,8,8
32125,8,8
37108,8,8
47867,6,1
45434,4,1
11602,7,7
38803,3,6
554,1,1
22538,6,6
20403,5,8
50146,7,8
34629,3,1
42711,5,6
2719,4,1
47499,8,8
44649,5,7
5109,2,2
17035,8,8
19069,1,2
44616,6,7
59138,7,7
25160,8,8
49895,6,5
17001,3,1
13678,3,8
27225,6,6
7405,5,6
58118,5,4
54094,1,3
8828,5,8
42250,6,6
36856,3,5
28311,1,2
2793,5,7
11552,4,5
11499,2,1
1829,8,8
47583,8,6
15111,2,2
25661,2,3
57911,5,6
49166,4,7
